"";"systemsGroup";"system";"file";"devId";"dev_answer";"doa";"commit";"blame";"doaValue";"commitValue";"blameValue";"isFA";"DE";"AC";"nCommits";"LOC";"daysLastCommit";"nComAfter";"commitsPerc"
"344";"Commercial";"commercial#1";"imports/client/app-configs/simple-schema.js";"dev-948";5;"hit";"hit";"hit";"1";"0,33333";"0,45";TRUE;0;7;7;52;71;7;12,5
"345";"Commercial";"commercial#1";"imports/client/app-configs/simple-schema.js";"dev-931";3;"miss";"miss";"miss";"0,76067";"0,33333";"0,3";FALSE;1;6;7;52;19;5;12,5
"346";"Commercial";"commercial#1";"imports/client/core-transactions/actions.js";"dev-936";2;"hit";"miss";"miss";"0,57451";"0,25";"0,5";FALSE;2;11;13;40;62;2;13,3333333333333
"347";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/numbers.js";"dev-936";2;"hit";"miss";"hit";"0,52727";"0,2";"0";FALSE;2;19;21;30;133;4;7,40740740740741
"348";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/numbers.js";"dev-948";2;"hit";"hit";"miss";"0,49165";"0,1";"0,10526";FALSE;1;20;21;30;56;2;3,7037037037037
"349";"Commercial";"commercial#1";"imports/client/core-accounts/index.js";"dev-933";3;"hit";"hit";"hit";"0,50527";"0,07143";"0,06977";FALSE;1;22;23;36;36;1;3,44827586206897
"350";"Commercial";"commercial#1";"imports/client/core-products-tools/alternative-pages/schemas.js";"dev-928";4;"hit";"hit";"hit";"0,72531";"0,71429";"0,15789";FALSE;5;7;12;65;76;1;38,4615384615385
"351";"Commercial";"commercial#1";"imports/client/core-products-tools/alternative-pages/schemas.js";"dev-927";5;"miss";"miss";"miss";"0,55982";"0,14286";"0,01754";FALSE;1;11;12;65;48;0;7,69230769230769
"352";"Commercial";"commercial#1";"packages/hotmart-components/helpers.js";"dev-948";5;"hit";"hit";"hit";"0,80095";"1";"0,375";FALSE;1;1;2;13;90;1;25
"353";"Commercial";"commercial#1";"imports/client/core-products-tools/sales-pages/templates/generated/benefits.html";"dev-933";2;"miss";"miss";"miss";"0,72411";"0,25";"0,3";FALSE;1;5;6;14;5;0;6,25
"354";"Commercial";"commercial#1";"packages/hotmart-components/package.js";"dev-945";2;"hit";"hit";"hit";"0,40618";"0,05";"0,01961";FALSE;1;39;40;71;90;8;2,4390243902439
"355";"Commercial";"commercial#1";"imports/client/core-products/templates/manage/content/serials/browse.js";"dev-947";3;"miss";"miss";"miss";"1";"1";"1";TRUE;1;0;1;62;8;0;100
"356";"Commercial";"commercial#1";"imports/client/core-products/templates/manage/content/serials/browse.js";"dev-930";1;"miss";"miss";"hit";"0,91515";"0,33333";"0";TRUE;0;1;1;62;21;2;33,3333333333333
"357";"Commercial";"commercial#1";"imports/client/ui-containers/index.js";"dev-948";5;"miss";"miss";"hit";"0,55815";"0,14286";"0,16667";FALSE;1;8;9;24;64;1;9,09090909090909
"358";"Commercial";"commercial#1";"imports/client/core-products-tools/checkout-config/actions.js";"dev-936";2;"miss";"miss";"miss";"0,68982";"0,33333";"0,11111";FALSE;1;3;4;11;53;0;16,6666666666667
"359";"Commercial";"commercial#1";"imports/client/core-payouts/components/wallet.js";"dev-948";5;"miss";"hit";"hit";"0,59975";"0,28571";"0,38889";FALSE;2;11;13;25;56;1;14,2857142857143
"360";"Commercial";"commercial#1";"packages/hotmart-components-bootstrap4/components/select/select.html";"dev-927";5;"hit";"hit";"hit";"0,74853";"0,66667";"0,125";FALSE;2;2;4;9;99;1;40
"361";"Commercial";"commercial#1";"imports/client/core-api-notifications/schemas.js";"dev-930";4;"miss";"miss";"miss";"0,55946";"0,14286";"0,0098";FALSE;1;12;13;163;71;10;7,14285714285714
"362";"Commercial";"commercial#1";"imports/client/core-api-notifications/schemas.js";"dev-941";1;"miss";"miss";"miss";"0,64053";"0,42857";"0,60784";FALSE;3;10;13;163;26;2;21,4285714285714
"363";"Commercial";"commercial#1";"imports/server/proxies/api-core/products.js";"dev-947";5;"hit";"hit";"hit";"0,84358";"1";"0,5";FALSE;2;2;4;9;4;0;40
"364";"Commercial";"commercial#1";"imports/client/core-products/templates/payment/plans/form.js";"dev-933";3;"miss";"miss";"miss";"0,68577";"0,33333";"0,31481";FALSE;1;5;6;60;1;1;12,5
"365";"Commercial";"commercial#1";"packages/hotmart-http/http.js";"dev-948";3;"hit";"hit";"hit";"0,38837";"0,19231";"0,04545";FALSE;5;26;31;154;70;0;13,8888888888889
"366";"Commercial";"commercial#1";"imports/client/core-reports/templates/selfbilling.html";"dev-939";5;"hit";"hit";"hit";"0,80871";"1";"0,53333";FALSE;2;1;3;92;33;0;40
"367";"Commercial";"commercial#1";"imports/client/core-products/templates/manage/content/serials/form.html";"dev-947";5;"hit";"hit";"hit";"1";"1";"1";TRUE;3;0;3;80;4;0;100
"368";"Commercial";"commercial#1";"imports/client/core-products-tools/sales-pages/templates/options/sales.html";"dev-936";4;"hit";"hit";"hit";"0,80409";"0,68421";"0,19792";FALSE;13;28;41;123;0;0;25,4901960784314
"369";"Commercial";"commercial#1";"imports/client/core-messages/components/entry.html";"dev-930";5;"miss";"miss";"hit";"0,58362";"0,125";"1";FALSE;1;13;14;51;47;0;6,66666666666667
"370";"Commercial";"commercial#1";"imports/client/core-messages/components/entry.html";"dev-928";4;"hit";"hit";"miss";"0,89009";"1";"0,08889";FALSE;8;6;14;51;57;1;53,3333333333333
"371";"Commercial";"commercial#1";"imports/client/core-transactions/templates/details.html";"dev-933";2;"hit";"hit";"hit";"0,26872";"0,05882";"0,03158";FALSE;2;63;65;241;8;0;2,73972602739726
"372";"Commercial";"commercial#1";"imports/client/core-products/templates/manage/content/etickets/form.html";"dev-947";4;"hit";"miss";"hit";"0,70209";"0,16667";"0,17213";FALSE;1;14;15;150;4;0;4,76190476190476
"373";"Commercial";"commercial#1";"imports/client/core-products/templates/tools/tools.js";"dev-933";1;"miss";"miss";"miss";"0,6668";"0,2";"0,38462";FALSE;1;15;16;31;0;0;4,76190476190476
"374";"Commercial";"commercial#1";"imports/client/core-products-tools/offers/helpers.js";"dev-936";2;"miss";"miss";"miss";"0,68351";"0,33333";"0,125";FALSE;1;6;7;18;53;1;11,1111111111111
"375";"Commercial";"commercial#1";"imports/client/core-tools/index.js";"dev-927";5;"hit";"hit";"hit";"0,70105";"0,5";"1";FALSE;2;3;5;5;25;0;33,3333333333333
"376";"Commercial";"commercial#1";"imports/client/app-requests/index.js";"dev-948";5;"miss";"miss";"hit";"0,39654";"0,0625";"0,33333";FALSE;1;18;19;2;78;0;5
"377";"Commercial";"commercial#1";"imports/client/core-etickets/templates/invites/send.js";"dev-934";5;"hit";"hit";"hit";"0,73503";"0,66667";"1";FALSE;2;5;7;100;15;2;22,2222222222222
"378";"Commercial";"commercial#1";"imports/client/core-products-tools/offers/index.js";"dev-933";5;"hit";"hit";"hit";"0,75053";"0,25";"0,26316";FALSE;1;9;10;21;14;1;8,33333333333333
"379";"Commercial";"commercial#1";"imports/client/core-products-tools/offers/index.js";"dev-930";5;"hit";"hit";"miss";"0,75053";"0,25";"0,05263";FALSE;1;9;10;21;12;0;8,33333333333333
"380";"Commercial";"commercial#1";"packages/hotmart-oauth/main.js";"dev-933";5;"hit";"hit";"hit";"0,86631";"1";"0,26556";FALSE;15;19;34;276;0;0;41,6666666666667
"381";"Commercial";"commercial#1";"packages/hotmart-oauth/main.js";"dev-948";4;"miss";"miss";"miss";"0,42038";"0,06667";"0,06639";FALSE;1;33;34;276;74;17;2,77777777777778
"382";"Commercial";"commercial#1";"packages/hotmart-oauth/main.js";"dev-940";2;"hit";"hit";"hit";"0,45177";"0,13333";"0,0083";FALSE;2;32;34;276;67;13;5,55555555555556
"383";"Commercial";"commercial#1";"imports/server/contexts/index.js";"dev-948";1;"miss";"miss";"miss";"0,74657";"0,5";"1";FALSE;1;1;2;4;74;0;33,3333333333333
"384";"Commercial";"commercial#1";"imports/client/core-accounts/actions.js";"dev-948";2;"hit";"hit";"hit";"0,46731";"0,07692";"0,02439";FALSE;1;30;31;70;64;6;2,7027027027027
"385";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/users/users.html";"dev-930";5;"hit";"hit";"hit";"0,64904";"0,25";"0,75";FALSE;1;4;5;7;75;0;16,6666666666667
"386";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/users/users.html";"dev-927";5;"hit";"hit";"miss";"0,64904";"0,25";"0";FALSE;1;4;5;7;95;2;16,6666666666667
"387";"Commercial";"commercial#1";"imports/client/ui-upload/components/file.js";"dev-948";2;"miss";"hit";"hit";"0,64324";"0,16667";"0,02564";FALSE;1;10;11;91;56;2;5,55555555555556
"388";"Commercial";"commercial#1";"imports/client/core-coproductions/routes.js";"dev-927";5;"hit";"hit";"hit";"1";"1";"1";TRUE;6;8;14;8;70;0;33,3333333333333
"389";"Commercial";"commercial#1";"imports/client/core-messages/components/send.html";"dev-930";5;"hit";"hit";"hit";"0,75447";"0,83333";"1";FALSE;5;9;14;29;49;0;33,3333333333333
"390";"Commercial";"commercial#1";"imports/client/core-messages/components/send.html";"dev-928";4;"hit";"hit";"hit";"0,62561";"0,33333";"0,16667";FALSE;2;12;14;29;76;6;13,3333333333333
"391";"Commercial";"commercial#1";"imports/client/core-messages/components/send.html";"dev-927";4;"hit";"hit";"hit";"0,62561";"0,33333";"0,41667";FALSE;2;12;14;29;68;4;13,3333333333333
"392";"Commercial";"commercial#1";"packages/hotmart-http/package.js";"dev-928";4;"miss";"miss";"miss";"0,3722";"0,05556";"0,0625";FALSE;1;20;21;18;0;0;3,7037037037037
"393";"Commercial";"commercial#1";"packages/hotmart-http/package.js";"dev-927";5;"miss";"miss";"hit";"0,39916";"0,11111";"0,125";FALSE;2;19;21;18;70;1;7,40740740740741
"394";"Commercial";"commercial#1";"packages/hotmart-production/main.js";"dev-933";5;"miss";"miss";"miss";"0,32419";"0,04348";"0";FALSE;1;32;33;30;43;2;2,85714285714286
"395";"Commercial";"commercial#1";"packages/hotmart-production/main.js";"dev-948";4;"miss";"miss";"miss";"0,32419";"0,04348";"0";FALSE;1;32;33;30;85;10;2,85714285714286
"396";"Commercial";"commercial#1";"imports/client/core-products/templates/manage/content/serials/browse.html";"dev-947";5;"hit";"hit";"hit";"1";"1";"1";TRUE;2;0;2;56;4;0;100
"397";"Commercial";"commercial#1";"imports/client/core-products/templates/manage/content/serials/browse.html";"dev-930";1;"miss";"miss";"hit";"0,85576";"0,25";"0";TRUE;0;2;2;56;21;3;25
"398";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/sales-src-checkout.js";"dev-936";5;"hit";"hit";"hit";"0,91374";"1";"0,12766";FALSE;6;9;15;58;5;0;37,5
"399";"Commercial";"commercial#1";"imports/client/core-api-notifications/index.js";"dev-941";1;"miss";"miss";"miss";"0,82424";"0,66667";"0,15385";FALSE;2;4;6;13;36;0;25
"400";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/customers.js";"dev-936";5;"hit";"hit";"miss";"0,6235";"0,33333";"0,05";FALSE;2;14;16;51;84;4;11,1111111111111
"401";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/customers.js";"dev-928";5;"hit";"hit";"miss";"0,66568";"0,5";"0,025";FALSE;3;13;16;51;84;3;16,6666666666667
"402";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/customers.js";"dev-927";5;"hit";"hit";"hit";"0,75121";"0,83333";"0,15";FALSE;5;11;16;51;48;0;27,7777777777778
"403";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/customers.js";"dev-930";3;"hit";"hit";"hit";"0,58164";"0,16667";"0,075";FALSE;1;15;16;51;71;2;5,55555555555556
"404";"Commercial";"commercial#1";"imports/server/contexts/apis.js";"dev-941";1;"hit";"hit";"hit";"0,47481";"0,09091";"0,01515";FALSE;1;15;16;56;36;1;5,26315789473684
"405";"Commercial";"commercial#1";"imports/server/contexts/apis.js";"dev-939";1;"hit";"hit";"hit";"0,47481";"0,09091";"0";FALSE;1;15;16;56;52;3;5,26315789473684
"406";"Commercial";"commercial#1";"imports/server/contexts/apis.js";"dev-940";1;"hit";"hit";"hit";"0,47481";"0,09091";"0,01515";FALSE;1;15;16;56;48;2;5,26315789473684
"407";"Commercial";"commercial#1";"imports/client/core-customers/index.js";"dev-930";5;"hit";"hit";"miss";"0,68797";"0,33333";"0";FALSE;1;4;5;7;81;2;16,6666666666667
"408";"Commercial";"commercial#1";"imports/client/core-customers/index.js";"dev-927";5;"hit";"hit";"hit";"0,7431";"0,66667";"1";FALSE;2;3;5;7;41;0;33,3333333333333
"409";"Commercial";"commercial#1";"packages/hotmart-oauth/cookie-integration.js";"dev-933";5;"hit";"hit";"hit";"1";"0,5";"1";TRUE;1;5;6;23;32;5;28,5714285714286
"410";"Commercial";"commercial#1";"packages/hotmart-oauth/cookie-integration.js";"dev-940";1;"miss";"miss";"hit";"0,90364";"1";"0,02703";FALSE;4;2;6;23;32;1;57,1428571428571
"411";"Commercial";"commercial#1";"imports/client/core-products/templates/item.js";"dev-928";5;"miss";"hit";"hit";"0,42661";"0,27586";"0,38095";FALSE;8;38;46;33;0;0;15,6862745098039
"412";"Commercial";"commercial#1";"imports/client/core-products/templates/item.js";"dev-927";4;"miss";"miss";"miss";"0,31977";"0,10345";"0,09524";FALSE;3;43;46;33;25;2;5,88235294117647
"413";"Commercial";"commercial#1";"packages/hotmart-locale/main.js";"dev-948";4;"hit";"hit";"miss";"0,68982";"0,33333";"0,03125";FALSE;1;3;4;26;56;1;20
"414";"Commercial";"commercial#1";"imports/client/core-resolution-center/routes.js";"dev-927";5;"hit";"hit";"hit";"1";"1";"1";TRUE;0;2;2;4;71;2;33,3333333333333
"415";"Commercial";"commercial#1";"imports/client/core-resolution-center/routes.js";"dev-939";1;"miss";"miss";"hit";"0,80095";"1";"0";FALSE;1;1;2;4;52;1;33,3333333333333
"416";"Commercial";"commercial#1";"imports/client/core-resolution-center/routes.js";"dev-940";1;"miss";"miss";"miss";"0,80095";"1";"0,66667";FALSE;1;1;2;4;48;0;33,3333333333333
"417";"Commercial";"commercial#1";"imports/client/core-etickets/routes.js";"dev-934";5;"hit";"hit";"hit";"0,81297";"0,5";"0,25";FALSE;2;6;8;7;15;0;15,3846153846154
"418";"Commercial";"commercial#1";"imports/client/core-etickets/routes.js";"dev-948";4;"hit";"hit";"hit";"1";"0,5";"1";TRUE;0;8;8;7;80;4;15,3846153846154
"419";"Commercial";"commercial#1";"packages/hotmart-i18n/package.js";"dev-928";4;"hit";"hit";"miss";"0,60014";"0,28571";"0,05882";FALSE;2;8;10;19;0;0;16,6666666666667
"420";"Commercial";"commercial#1";"packages/hotmart-i18n/package.js";"dev-948";5;"miss";"miss";"hit";"0,55942";"0,14286";"0,11765";FALSE;1;9;10;19;71;1;8,33333333333333
"421";"Commercial";"commercial#1";"imports/server/methods/api-core/messages.js";"dev-933";1;"hit";"hit";"hit";"0,52191";"0,13333";"0,01613";FALSE;2;23;25;19;70;1;6,06060606060606
"422";"Commercial";"commercial#1";"imports/client/core-etickets/templates/invites/send.html";"dev-934";5;"hit";"hit";"hit";"0,6995";"0,5";"1";FALSE;2;4;6;85;15;0;25
"423";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/self-billing.js";"dev-939";4;"hit";"hit";"hit";"0,76134";"0,5";"0,22222";FALSE;2;9;11;38;33;0;16,6666666666667
"424";"Commercial";"commercial#1";"imports/client/core-reports/forms/yearReference.js";"dev-939";4;"hit";"hit";"hit";"0,78671";"1";"0,91667";FALSE;1;2;3;23;33;0;20
"425";"Commercial";"commercial#1";"imports/client/ui-commons/components/connection-issue/connection-issue.js";"dev-936";2;"hit";"hit";"hit";"0,58299";"0,16667";"0,02439";FALSE;1;6;7;41;53;0;12,5
"426";"Commercial";"commercial#1";"imports/client/ui-commons/components/connection-issue/connection-issue.js";"dev-930";2;"hit";"hit";"hit";"0,58299";"0,16667";"0,09756";FALSE;1;6;7;41;69;1;12,5
"427";"Commercial";"commercial#1";"imports/server/methods/api-core/etickets.js";"dev-948";5;"hit";"hit";"hit";"0,79522";"1";"1";FALSE;2;2;4;25;77;1;40
"428";"Commercial";"commercial#1";"imports/server/methods/api-core/etickets.js";"dev-936";2;"miss";"miss";"hit";"0,73285";"0,5";"0";FALSE;1;3;4;25;53;0;20
"429";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/address/states.js";"dev-928";5;"miss";"miss";"hit";"0,44182";"0,17647";"0,15385";FALSE;3;19;22;25;0;0;8,82352941176471
"430";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/address/states.js";"dev-927";5;"miss";"miss";"miss";"0,44182";"0,17647";"0,07692";FALSE;3;19;22;25;33;1;8,82352941176471
"431";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/leads/leads.html";"dev-947";5;"hit";"hit";"hit";"0,82932";"1";"0,16667";FALSE;1;0;1;7;28;0;50
"432";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/payments.js";"dev-948";2;"hit";"hit";"miss";"0,46802";"0,09091";"0,28846";FALSE;1;29;30;106;56;2;2,7027027027027
"433";"Commercial";"commercial#1";"imports/client/ui-containers/components/data/card.html";"dev-928";5;"hit";"hit";"hit";"0,72677";"0,71429";"1";FALSE;5;6;11;37;81;0;41,6666666666667
"434";"Commercial";"commercial#1";"imports/client/core-resolution-center/index.js";"dev-939";2;"miss";"miss";"hit";"0,68797";"0,33333";"0";FALSE;1;4;5;3;52;4;16,6666666666667
"435";"Commercial";"commercial#1";"imports/client/core-resolution-center/index.js";"dev-940";1;"miss";"miss";"hit";"0,68797";"0,33333";"0";FALSE;1;4;5;3;48;2;16,6666666666667
"436";"Commercial";"commercial#1";"imports/client/core-login/templates/signup/signup.js";"dev-931";5;"hit";"hit";"hit";"0,62855";"0,2";"0,43478";FALSE;1;21;22;34;15;3;3,44827586206897
"437";"Commercial";"commercial#1";"imports/client/core-login/templates/signup/signup.js";"dev-930";5;"hit";"hit";"hit";"0,72";"0,6";"1";FALSE;3;19;22;34;6;1;10,3448275862069
"438";"Commercial";"commercial#1";"imports/client/core-login/templates/signup/signup.js";"dev-928";4;"hit";"hit";"hit";"0,81226";"1";"0,52174";FALSE;5;17;22;34;0;0;17,2413793103448
"439";"Commercial";"commercial#1";"imports/client/core-login/templates/signup/signup.js";"dev-927";5;"hit";"hit";"miss";"0,81226";"1";"0,04348";FALSE;5;17;22;34;32;8;17,2413793103448
"440";"Commercial";"commercial#1";"imports/client/core-login/templates/signup/signup.js";"dev-940";1;"miss";"miss";"hit";"0,76602";"0,8";"0,04348";FALSE;4;18;22;34;32;4;13,7931034482759
"441";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/currencies/currencies.js";"dev-939";4;"miss";"miss";"hit";"0,3862";"0,05882";"1";FALSE;1;24;25;25;33;3;2,7027027027027
"442";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/currencies/currencies.js";"dev-948";3;"hit";"hit";"miss";"0,3862";"0,05882";"0,2";FALSE;1;24;25;25;69;5;2,7027027027027
"443";"Commercial";"commercial#1";"imports/client/core-products-tools/offers/templates/offers.html";"dev-933";5;"hit";"hit";"miss";"0,68351";"0,33333";"0";FALSE;1;6;7;10;14;1;7,14285714285714
"444";"Commercial";"commercial#1";"packages/hotmart-oauth-facebook/main.js";"dev-948";2;"hit";"hit";"hit";"0,50798";"0,11111";"0,03883";FALSE;1;9;10;96;74;1;5,55555555555556
"445";"Commercial";"commercial#1";"imports/client/ui-layouts/components/base.js";"dev-928";5;"hit";"hit";"hit";"0,72862";"0,41176";"0,35";TRUE;6;25;31;39;126;10;18,9189189189189
"446";"Commercial";"commercial#1";"imports/client/ui-layouts/components/base.js";"dev-936";2;"hit";"hit";"miss";"0,39631";"0,05882";"0,1";FALSE;1;30;31;39;53;0;2,7027027027027
"447";"Commercial";"commercial#1";"imports/client/ui-layouts/components/base.js";"dev-927";3;"hit";"hit";"miss";"0,42568";"0,11765";"0,3";FALSE;2;29;31;39;67;1;5,40540540540541
"448";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/badges/badges.html";"dev-930";5;"miss";"miss";"hit";"0,57958";"0,11111";"0,125";FALSE;1;17;18;16;62;4;3,7037037037037
"449";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/badges/badges.html";"dev-928";5;"hit";"hit";"hit";"0,92346";"1";"1";FALSE;9;9;18;16;60;0;33,3333333333333
"450";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/badges/badges.html";"dev-927";5;"hit";"hit";"hit";"0,62136";"0,22222";"0,25";FALSE;2;16;18;16;61;3;7,40740740740741
"451";"Commercial";"commercial#1";"imports/client/core-messages/schemas.js";"dev-930";5;"hit";"hit";"miss";"0,71531";"0,71429";"0";FALSE;5;15;20;107;47;2;23,8095238095238
"452";"Commercial";"commercial#1";"imports/client/core-messages/schemas.js";"dev-928";4;"hit";"hit";"miss";"0,75631";"0,85714";"0,05208";FALSE;6;14;20;107;0;0;28,5714285714286
"453";"Commercial";"commercial#1";"imports/client/core-messages/schemas.js";"dev-927";5;"miss";"hit";"hit";"0,59388";"0,28571";"0,125";FALSE;2;18;20;107;7;1;9,52380952380952
"454";"Commercial";"commercial#1";"imports/client/core-messages/schemas.js";"dev-936";2;"hit";"hit";"hit";"0,55382";"0,14286";"0,04167";FALSE;1;19;20;107;63;10;4,76190476190476
