message;systemsGroup;system;file;answer;doa;commit;blame;newApproach;doaV;CommitV;blameV;nDevs;isFirst;DE;nChanges;devCommits;nCommits;LoComm;LoCode;devChurn;fileChurn;daysLastChange;daysLC;daysSurvey;nComAfter;dateLC;last10-s;last10
Maintainers failure;Commercial;hot-marketplace;hot-listboss-ejb/src/main/java/com/hotmart/listboss/service/impl/ListBossServiceImpl.java;4;TRUE;TRUE;TRUE;TRUE;0,13484;0,02564;0,00638;5;FALSE;2;89;2;91;1;630;70;3554;6;152;175;44;16:41,0;nnnnnnnnnn;0
OK Maintainer;Commercial;hot-marketplace;hot-listboss-ejb/src/main/java/com/hotmart/listboss/service/impl/ListBossServiceImpl.java;5;FALSE;FALSE;FALSE;FALSE;1;1;0,65106;5;TRUE;77;89;78;91;1;630;1950;3554;6;6;29;0;25:03,0;yyyyyyyyyy;10
OK Non-Maintainers;Commercial;hot-marketplace;hot-listboss-ejb/src/main/java/com/hotmart/listboss/service/impl/ListBossServiceImpl.java;1;FALSE;FALSE;FALSE;FALSE;0,14519;0,03846;0;5;FALSE;3;89;3;91;1;630;5;3554;6;139;162;39;55:44,0;nnnnnnnnnn;0
Non-Maintainers failure;Commercial;hot-marketplace;hot-listboss-ejb/src/main/java/com/hotmart/listboss/service/impl/ListBossServiceImpl.java;2;FALSE;FALSE;TRUE;FALSE;0,14519;0,03846;1;5;FALSE;3;89;3;91;1;630;1217;3554;6;172;195;46;57:45,0;nnnnnnnnnn;0
OK Maintainer;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/UserDocumentBuilder.java;5;FALSE;FALSE;FALSE;FALSE;1;0,5;1;3;TRUE;0;3;1;4;0;19;25;37;139;239;262;3;31:20,0;nnny;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/UserDocumentBuilder.java;1;TRUE;TRUE;FALSE;TRUE;0,86125;1;0,08696;3;FALSE;2;3;2;4;0;19;8;37;139;139;162;0;55:44,0;ynyn;2
Non-Maintainers failure;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/UserDocumentBuilder.java;3;TRUE;TRUE;FALSE;TRUE;0,78671;0,5;0;3;FALSE;1;3;1;4;0;19;4;37;139;140;163;1;42:23,0;nynn;1
Maintainers failure;Commercial;hot-marketplace;hot-affiliation-ejb/src/main/java/com/hotmart/marketplace/affiliation/service/AffiliationRequestService.java;4;TRUE;TRUE;TRUE;TRUE;0,41098;0,06667;0,03448;3;FALSE;1;19;1;20;5;22;3;130;89;285;308;13;42:46,0;nnnnnnnnnn;0
OK Maintainer;Commercial;hot-marketplace;hot-affiliation-ejb/src/main/java/com/hotmart/marketplace/affiliation/service/AffiliationRequestService.java;5;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;14;19;15;20;5;22;115;130;89;90;113;1;25:38,0;nyyyyynyny;7
Maintainers failure;Commercial;hot-marketplace;hot-affiliation-ejb/src/main/java/com/hotmart/marketplace/affiliation/service/AffiliationRequestService.java;4;TRUE;FALSE;FALSE;FALSE;0,5005;0,26667;0,10345;3;FALSE;4;19;4;20;5;22;12;130;89;89;112;0;04:34,0;ynnnnnynyn;3
Non-Maintainers failure;Commercial;hot-marketplace;hot-affiliation-ejb/src/main/java/com/hotmart/marketplace/affiliation/service/AffiliationBonusService.java;2;TRUE;TRUE;FALSE;TRUE;0,66185;0,4;0;3;FALSE;2;7;2;9;0;16;4;51;89;139;162;1;55:44,0;nynynnnnn;2
Non-Maintainers failure;Commercial;hot-marketplace;hot-affiliation-ejb/src/main/java/com/hotmart/marketplace/affiliation/service/AffiliationBonusService.java;2;TRUE;TRUE;FALSE;TRUE;0,61546;0,2;0;3;FALSE;1;7;1;9;0;16;2;51;89;140;163;2;42:23,0;nnynnnnnn;1
Maintainers failure;Commercial;hot-marketplace;hot-purchase-web/src/main/java/com/hotmart/marketplace/rest/SubscriptionController.java;4;TRUE;TRUE;FALSE;TRUE;0,4062;0,18182;1;5;FALSE;4;27;4;30;6;210;459;1090;46;124;147;7;55:22,0;nnnnnnnyyy;3
OK Maintainer;Commercial;hot-marketplace;hot-purchase-web/src/main/java/com/hotmart/marketplace/rest/SubscriptionController.java;4;FALSE;FALSE;FALSE;FALSE;1;1;0,6383;5;TRUE;21;27;22;30;6;210;595;1090;46;117;140;1;21:23,0;nyyyyyynnn;6
Maintainers failure;Commercial;hot-marketplace;hot-purchase-web/src/main/java/com/hotmart/marketplace/rest/SubscriptionController.java;4;TRUE;TRUE;TRUE;TRUE;0;0;0,04255;5;FALSE;0;27;0;30;6;210;0;1090;46;131;154;10;37:45,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-web/src/main/java/com/hotmart/marketplace/rest/SubscriptionController.java;3;FALSE;FALSE;FALSE;FALSE;0,33272;0,04545;0,00709;5;FALSE;1;27;1;30;6;210;2;1090;46;46;69;0;59:57,0;ynnnnnnnnn;1
OK Maintainer;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/callcenter/service/CallCenterService.java;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;9;10;10;11;0;26;64;67;61;204;227;1;00:49,0;nyyyyyyyyy;9
OK Non-Maintainers;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/callcenter/service/CallCenterService.java;3;FALSE;FALSE;FALSE;FALSE;0,48151;0,1;0,07143;2;FALSE;1;10;1;11;0;26;3;67;61;61;84;0;24:06,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/product/payment/ProductPayment.java;4;TRUE;FALSE;TRUE;TRUE;0,52343;0,25;0,05556;5;FALSE;3;17;3;18;3;22;8;77;1;14;37;3;56:59,0;nnnynyynnn;3
OK Non-Maintainers;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/product/payment/ProductPayment.java;1;FALSE;FALSE;FALSE;FALSE;0,45734;0,08333;0,02778;5;FALSE;1;17;1;18;3;22;2;77;1;124;147;10;41:04,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java;3;FALSE;FALSE;FALSE;FALSE;0,22813;0,02703;0,08333;9;FALSE;1;72;1;75;8;467;29;2690;12;40;63;9;29:43,0;nnnnnnnnny;1
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java;3;FALSE;FALSE;FALSE;FALSE;0,24657;0,05405;0,05682;9;FALSE;2;72;2;75;8;467;18;2690;12;21;44;4;58:23,0;nnnnynnnnn;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java;3;FALSE;FALSE;TRUE;FALSE;0,28348;0,10811;0,11364;9;FALSE;4;72;4;75;8;467;52;2690;12;41;64;10;13:23,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java;3;FALSE;FALSE;FALSE;FALSE;0,24657;0,05405;0,01515;9;FALSE;2;72;2;75;8;467;8;2690;12;22;45;5;59:06,0;nnnnnyynnn;2
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/SubscriptionServiceImpl.java;2;FALSE;FALSE;FALSE;FALSE;0,24657;0,05405;0,00379;9;FALSE;2;72;2;75;8;467;4;2690;12;12;35;0;06:54,0;yynnnnnnnn;2
OK Maintainer;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/AddressService.java;5;FALSE;FALSE;FALSE;FALSE;1;0,33333;1;4;TRUE;0;5;1;6;0;14;21;46;18;323;346;5;31:58,0;nnnnny;1
OK Maintainer;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/AddressService.java;4;FALSE;FALSE;FALSE;FALSE;0,8995;1;0,23077;4;FALSE;3;5;3;6;0;14;12;46;18;146;169;2;34:40,0;nnyyyn;3
OK Maintainer;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/AddressService.java;4;FALSE;FALSE;FALSE;FALSE;0,77057;0,33333;0,46154;4;FALSE;1;5;1;6;0;14;11;46;18;42;65;1;35:23,0;nynnnn;1
OK Maintainer;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/AddressService.java;4;FALSE;FALSE;FALSE;FALSE;0,77057;0,33333;0,15385;4;FALSE;1;5;1;6;0;14;2;46;18;18;41;0;06:28,0;ynnnnn;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/SubscriptionService.java;3;FALSE;FALSE;TRUE;FALSE;0,48326;0,16667;0,125;3;FALSE;2;13;2;16;5;25;16;149;117;125;148;4;23:41,0;nnnnyynnnn;2
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/SubscriptionService.java;2;FALSE;FALSE;FALSE;FALSE;0;0;0,05;3;FALSE;0;13;0;16;5;25;0;149;117;131;154;6;37:45,0;nnnnnnynnn;1
OK Maintainer;Commercial;hot-marketplace;hot-funnel-web/src/main/java/com/hotmart/marketplace/rest/FunnelController.java;5;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;22;27;23;29;5;240;523;564;107;107;129;0;28:24,0;yyyyyyyynn;8
OK Non-Maintainers;Commercial;hot-marketplace;hot-funnel-web/src/main/java/com/hotmart/marketplace/rest/FunnelController.java;3;FALSE;FALSE;FALSE;FALSE;0,37066;0,13043;0,08247;3;FALSE;3;27;3;29;5;240;20;564;107;162;185;9;12:21,0;nnnnnnnnny;1
OK Non-Maintainers;Commercial;hot-marketplace;hot-funnel-web/src/main/java/com/hotmart/marketplace/rest/FunnelController.java;2;FALSE;FALSE;FALSE;FALSE;0,34688;0,08696;0,06701;3;FALSE;2;27;2;29;5;240;21;564;107;158;181;8;48:09,0;nnnnnnnnyn;1
OK Maintainer;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/OfferService.java;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;16;17;17;18;3;17;68;70;34;40;63;1;42:27,0;nyyyyyyyyy;9
OK Non-Maintainers;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/OfferService.java;2;FALSE;FALSE;FALSE;FALSE;0,37505;0,05882;0;2;FALSE;1;17;1;18;3;17;2;70;34;34;57;0;11:24,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;hot-marketplace;hot-eticket-ejb/src/main/java/com/hotmart/marketplace/eticket/vo/request/CheckinRequestVO.java;1;FALSE;FALSE;FALSE;FALSE;0;0;0,02941;3;FALSE;0;4;0;6;0;38;0;89;42;218;241;2;59:01,0;nnynnn;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-eticket-ejb/src/main/java/com/hotmart/marketplace/eticket/vo/request/CheckinRequestVO.java;3;TRUE;TRUE;TRUE;TRUE;0,74853;0,66667;0,58824;3;FALSE;2;4;2;6;0;38;37;89;42;42;65;0;34:12,0;yynnnn;2
Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java;4;TRUE;TRUE;TRUE;TRUE;0,15167;0,04286;0,00483;10;FALSE;3;176;3;178;12;860;132;6826;3;40;63;21;29:43,0;nnnnnnnnnn;0
Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java;5;TRUE;FALSE;TRUE;TRUE;0,2935;0,21429;0,06393;10;FALSE;15;176;15;178;12;860;213;6826;3;3;26;0;46:45,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java;1;FALSE;FALSE;FALSE;FALSE;0,16348;0,05714;0,00121;10;FALSE;4;176;4;178;12;860;19;6826;3;43;66;24;28:50,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java;2;FALSE;FALSE;FALSE;FALSE;0,12804;0,01429;0,00121;10;FALSE;1;176;1;178;12;860;3;6826;3;50;73;29;44:05,0;nnnnnnnnnn;0
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java;3;TRUE;TRUE;TRUE;TRUE;0,6724;0,67143;1;10;FALSE;47;176;47;178;12;860;2457;6826;3;21;44;10;40:02,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/PurchaseServiceImpl.java;2;FALSE;FALSE;FALSE;FALSE;0,12804;0,01429;0,02051;10;FALSE;1;176;1;178;12;860;17;6826;3;22;45;12;37:16,0;nnnnnnnnnn;0
OK Maintainer;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/membership/service/MembershipService.java;4;FALSE;FALSE;FALSE;FALSE;0,9848;1;0,83333;3;FALSE;5;9;5;10;0;7;13;47;174;205;227;2;10:34,0;nnyyynnyyn;5
Non-Maintainers failure;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/membership/service/MembershipService.java;2;TRUE;TRUE;TRUE;TRUE;0,92387;0,8;1;3;FALSE;4;9;4;10;0;7;27;47;174;174;197;0;28:34,0;yynnnyynnn;4
OK Maintainer;Commercial;hot-marketplace;hot-listboss-ejb/src/main/java/com/hotmart/listboss/provider/impl/ListBossIntegrationLeadLovers.java;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;3;6;4;7;0;93;318;497;113;113;136;0;08:40,0;yyynnny;4
Non-Maintainers failure;Commercial;hot-marketplace;hot-listboss-ejb/src/main/java/com/hotmart/listboss/provider/impl/ListBossIntegrationLeadLovers.java;3;TRUE;TRUE;TRUE;TRUE;0,75259;0,75;0,16162;2;FALSE;3;6;3;7;0;93;179;497;113;244;267;3;36:28,0;nnnyyyn;3
OK Maintainer;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java;5;FALSE;FALSE;FALSE;FALSE;0,68071;0,375;0,32517;9;FALSE;3;30;3;31;60;399;137;1757;12;14;37;2;16:41,0;nnynynynnn;3
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java;3;FALSE;FALSE;FALSE;FALSE;0,59293;0,125;0,03846;9;FALSE;1;30;1;31;60;399;167;1757;12;153;176;21;53:57,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java;1;FALSE;FALSE;FALSE;FALSE;0,59293;0,125;0,0035;9;FALSE;1;30;1;31;60;399;4;1757;12;124;147;12;41:04,0;nnnnnnnnnn;0
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java;3;TRUE;TRUE;FALSE;TRUE;0,68071;0,375;0,00699;9;FALSE;3;30;3;31;60;399;6;1757;12;25;48;3;57:54,0;nnnynnnnnn;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/RefundServiceImpl.java;2;TRUE;TRUE;FALSE;TRUE;0,63677;0,25;0,01049;9;FALSE;2;30;2;31;60;399;12;1757;12;12;35;0;06:54,0;yynnnnnnnn;2
Maintainers failure;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/BankingDocumentBuilder.java;5;FALSE;FALSE;TRUE;FALSE;0,72811;0,5;0,09524;4;FALSE;1;5;1;6;0;19;13;61;139;292;315;4;50:27,0;nnnnyn;1
OK Maintainer;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/BankingDocumentBuilder.java;5;FALSE;FALSE;FALSE;FALSE;1;1;1;4;TRUE;1;5;2;6;0;19;36;61;139;292;314;3;16:10,0;nnnyny;2
Non-Maintainers failure;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/BankingDocumentBuilder.java;1;TRUE;TRUE;FALSE;TRUE;0,78646;1;0,09524;4;FALSE;2;5;2;6;0;19;8;61;139;139;162;0;55:44,0;ynynnn;2
Non-Maintainers failure;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/upload/BankingDocumentBuilder.java;3;TRUE;TRUE;FALSE;TRUE;0,72811;0,5;0;4;FALSE;1;5;1;6;0;19;4;61;139;140;163;1;42:23,0;nynnnn;1
OK Maintainer;Commercial;hot-marketplace;hot-affiliation-web/src/main/java/com/hotmart/marketplace/rest/AffiliationBonusController.java;5;FALSE;FALSE;FALSE;FALSE;1;1;1;4;TRUE;20;27;21;30;0;144;573;600;139;153;176;3;16:27,0;nnnyynynyy;5
OK Non-Maintainers;Commercial;hot-marketplace;hot-affiliation-web/src/main/java/com/hotmart/marketplace/rest/AffiliationBonusController.java;3;FALSE;FALSE;FALSE;FALSE;0,36769;0,09524;0,01258;4;FALSE;2;27;2;30;0;144;5;600;139;209;232;14;11:49,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-marketplace;hot-affiliation-web/src/main/java/com/hotmart/marketplace/rest/AffiliationBonusController.java;2;FALSE;FALSE;FALSE;FALSE;0,4182;0,19048;0,05031;4;FALSE;4;27;4;30;0;144;18;600;139;139;162;0;55:44,0;ynynnynynn;4
OK Non-Maintainers;Commercial;hot-marketplace;hot-affiliation-web/src/main/java/com/hotmart/marketplace/rest/AffiliationBonusController.java;2;FALSE;FALSE;FALSE;FALSE;0,34255;0,04762;0;4;FALSE;1;27;1;30;0;144;4;600;139;140;163;1;42:23,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/product/service/ProductService.java;4;TRUE;TRUE;TRUE;TRUE;0,0933;0,0303;0,02679;7;FALSE;4;172;4;174;0;87;12;1533;29;160;183;31;39:01,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/product/service/ProductService.java;3;FALSE;FALSE;FALSE;FALSE;0,07314;0,00758;0,01786;7;FALSE;1;172;1;174;0;87;4;1533;29;124;147;23;41:04,0;nnnnnnnnnn;0
OK Maintainer;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/product/service/RoyaltiesService.java;4;FALSE;FALSE;FALSE;FALSE;1;1;0,12766;2;TRUE;0;1;1;2;0;31;9;59;89;160;183;1;39:01,0;ny;1
OK Maintainer;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/RefundService.java;5;FALSE;FALSE;FALSE;FALSE;0,70777;0,25;1;7;FALSE;1;12;1;13;5;21;25;97;12;40;63;2;29:43,0;nnynnnnnnn;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/RefundService.java;3;TRUE;TRUE;TRUE;TRUE;0,70777;0,25;0,11111;7;FALSE;1;12;1;13;5;21;4;97;12;153;176;7;53:57,0;nnnnnnnynn;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/RefundService.java;1;TRUE;TRUE;FALSE;TRUE;0,70777;0,25;0;7;FALSE;1;12;1;13;5;21;2;97;12;124;147;6;41:04,0;nnnnnnynnn;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/RefundService.java;3;TRUE;TRUE;FALSE;TRUE;0,75885;0,5;0,05556;7;FALSE;2;12;2;13;5;21;4;97;12;12;35;0;06:54,0;yynnnnnnnn;2
Maintainers failure;Commercial;hot-marketplace;hot-product-web/src/test/java/com/hotmart/marketplace/rest/CoProducerProductControllerIntegrationTest.java;5;FALSE;FALSE;TRUE;FALSE;0,9592;1;0,07143;2;FALSE;3;3;3;5;3;96;24;148;39;39;62;0;27:34,0;yyynn;3
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/luzdaserra/LuzDaSerraLivroFisicoPurchaseNotifier.java;2;TRUE;TRUE;FALSE;TRUE;0,61546;0,2;0;3;FALSE;1;7;1;8;5;18;2;43;34;133;156;1;29:38,0;nynnnnnn;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/luzdaserra/LuzDaSerraLivroFisicoPurchaseNotifier.java;3;TRUE;TRUE;TRUE;TRUE;1;1;1;3;TRUE;4;7;5;8;5;18;36;43;34;244;267;3;21:08,0;nnnyyyyy;5
Non-Maintainers failure;Commercial;hot-marketplace;hot-purchase-ejb/src/main/java/com/hotmart/marketplace/purchase/service/impl/luzdaserra/LuzDaSerraLivroFisicoPurchaseNotifier.java;2;TRUE;TRUE;TRUE;TRUE;0,66185;0,4;0,11538;3;FALSE;2;7;2;8;5;18;5;43;34;34;57;0;11:24,0;ynynnnnn;2
Maintainers failure;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java;5;TRUE;TRUE;TRUE;TRUE;0,13703;0,03614;0,02212;6;FALSE;3;98;3;99;6;371;29;1739;7;81;104;38;00:43,0;nnnnnnnnnn;0
Maintainers failure;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java;4;TRUE;TRUE;TRUE;TRUE;0,14692;0,04819;0;6;FALSE;4;98;4;99;6;371;29;1739;7;25;48;6;58:42,0;nnnnnnynnn;1
OK Maintainer;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java;5;FALSE;FALSE;FALSE;FALSE;1;1;1;6;TRUE;82;98;83;99;6;371;1597;1739;7;20;43;1;33:24,0;nyyyyynyyn;7
OK Non-Maintainers;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java;1;FALSE;FALSE;FALSE;FALSE;0,12715;0,0241;0,00885;6;FALSE;2;98;2;99;6;371;14;1739;7;7;30;0;30:43,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/offer/service/impl/OfferServiceImpl.java;2;FALSE;FALSE;FALSE;FALSE;0,11726;0,01205;0,02876;6;FALSE;1;98;1;99;6;371;22;1739;7;124;147;51;41:04,0;nnnnnnnnnn;0
OK Maintainer;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java;5;FALSE;FALSE;FALSE;FALSE;0,68228;0,5098;1;6;TRUE;25;89;26;90;14;632;698;1781;26;32;55;3;37:07,0;nnnynynnyn;3
Maintainers failure;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java;4;TRUE;TRUE;FALSE;TRUE;0,3044;0,15686;0,19888;6;FALSE;8;89;8;90;14;632;170;1781;26;68;91;20;09:05,0;nnnnnnnnnn;0
OK Maintainer;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java;4;FALSE;FALSE;FALSE;FALSE;1;1;0,81513;6;FALSE;51;89;51;90;14;632;821;1781;26;27;50;1;50:32,0;nynnynynny;4
OK Non-Maintainers;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java;3;FALSE;FALSE;FALSE;FALSE;0,19236;0,01961;0,03922;6;FALSE;1;89;1;90;14;632;31;1781;26;124;147;32;41:04,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java;3;FALSE;FALSE;FALSE;FALSE;0,20836;0,03922;0,03081;6;FALSE;2;89;2;90;14;632;44;1781;26;27;50;2;07:15,0;nnynnnnynn;2
OK Non-Maintainers;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/userprofile/service/impl/UserServiceImpl.java;3;FALSE;FALSE;FALSE;FALSE;0,20836;0,03922;0,0084;6;FALSE;2;89;2;90;14;632;17;1781;26;26;49;0;31:49,0;ynnnnnnnnn;1
OK Maintainer;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/membershipdataaccess/service/MembershipDataAccessService.java;4;FALSE;FALSE;FALSE;FALSE;0,8995;1;0,33333;3;FALSE;3;5;3;6;0;9;8;50;205;205;227;0;05:17,0;ynnyyn;3
Non-Maintainers failure;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/membershipdataaccess/service/MembershipDataAccessService.java;2;TRUE;TRUE;TRUE;TRUE;0,83232;0,66667;1;3;FALSE;2;5;2;6;0;9;33;50;205;207;230;1;28:45,0;nyynnn;2
Maintainers failure;Commercial;hot-marketplace;hot-product-ejb/src/main/java/com/hotmart/marketplace/product/service/impl/RoyaltiesServiceImpl.java;4;FALSE;FALSE;TRUE;FALSE;1;0,66667;0,09363;5;TRUE;1;7;2;8;2;459;56;592;34;56;79;2;08:08,0;nnynnnny;2
Maintainers failure;Commercial;hot-marketplace;hot-product-web/src/main/java/com/hotmart/marketplace/rest/RestMethods.java;5;TRUE;TRUE;TRUE;TRUE;0,20502;0,12048;0,01333;6;FALSE;10;124;10;128;0;90;36;2525;0;5;28;1;31:13,0;nynnnnnnnn;1
OK Non-Maintainers;Commercial;hot-marketplace;hot-affiliation-ejb/src/main/java/com/hotmart/marketplace/affiliation/service/AffiliationService.java;1;FALSE;FALSE;FALSE;FALSE;0,36954;0,05263;0,06667;6;FALSE;1;39;1;42;0;36;2;304;67;124;147;8;41:04,0;nnnnnnnnyn;1
Non-Maintainers failure;Commercial;hot-marketplace;hot-affiliation-ejb/src/main/java/com/hotmart/marketplace/affiliation/service/AffiliationService.java;3;FALSE;FALSE;TRUE;FALSE;0,42542;0,15789;0,33333;6;FALSE;3;39;3;42;0;36;6;304;67;67;90;0;07:07,0;ynnnnnyynn;3
Non-Maintainers failure;Commercial;hot-marketplace;hot-userprofile-ejb/src/main/java/com/hotmart/marketplace/withdraw/service/impl/TransactionManagerServiceImpl.java;2;FALSE;TRUE;TRUE;TRUE;0,52785;0,2;0,12979;6;FALSE;2;20;2;21;1;365;56;1267;14;14;37;0;16:41,0;yynnnnnnnn;2
